,atclNo,atclNm,rletTpNm,tradTpNm,atclCfmYmd,flrInfo,prc,lat,lng,sameAddrCnt,direction,atclFetrDesc,spc2
6,2324273440,일반상가,상가,월세,23.06.08.,1/3,3000,37.539513,127.062712,2,서향,전용29 성수사거리 동일로 대로변 위치 좋은 무권리 통임대,98.6
7,2324308455,일반상가,상가,월세,23.06.08.,2/5,8000,37.539272,127.089573,2,서향,구의역 도보 5분신축 무권리 상가 2층 실 62 빠른 선점 필수,206.17
8,2324308886,일반상가,상가,월세,23.06.08.,B1/4,4000,37.542053,127.070545,1,동향,"건대 메인상권 깔끔한 시설, 즉시 영업가능한 파티룸",80
9,2324264657,일반상가,상가,월세,23.06.08.,2/2,1000,37.562555,127.079278,1,동향,기둥 없이 탁 트인 상가사무실,85.28
10,2324212774,일반상가,상가,월세,23.06.07.,1/5,3000,37.538384,127.066783,2,서향,"1층 상가, 카페, 네일샵 추천, 건대입구 양꼬치 거리 인근",26.4
11,2324226735,일반상가,상가,월세,23.06.07.,3/3,3000,37.539786,127.069496,1,,건대입구 초역세권 3층 상가 무권리,99.17
12,2324228481,일반상가,상가,월세,23.06.07.,2/5,4000,37.543506,127.07054,2,,건대 중문상권 2층 전용 20 상가,66.21
13,2324210630,일반상가,상가,월세,23.06.07.,1/5,20000,37.536905,127.061557,1,북서향,영동대교 북단 교차로 코너 건물 통임대,854.66
14,2324206019,단지내상가,상가,월세,23.06.07.,B1/26,3000,37.537478,127.068852,1,동향,"신축, 무권리, 주차가능, 더블역세권, 양꼬치거리 초입",45.57
15,2324211403,일반상가,상가,월세,23.06.07.,2/4,3000,37.539978,127.068805,2,남향,"카페, 네일아트 추천, 귀한 무권리, 건대 로데오 2층",65.89
16,2324227366,일반상가,상가,월세,23.06.07.,1/5,3300,37.540232,127.067416,2,,건대입구 유동인구 정말 많은 사거리 옷가게 자리,30
17,2324212723,일반상가,상가,월세,23.06.07.,B1/4,5000,37.537195,127.082248,1,남향,"자양사거리 대로변, 무권리, 지하 1층 상가",280
